SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_110226_161324_161324,110226_161324,N/A,2026-02-11T16:13:24,2026-02-11T19:23:56,11432,7.386,0.082,0.033,0.012,0.007,0.002,7.522,1.09,0.44,0.15,0.09,0.04
SEG_110226_161324_193137,110226_161324,N/A,2026-02-11T19:31:37,2026-02-11T23:26:59,14122,5.348,0.046,0.020,0.007,0.005,0.002,5.428,0.85,0.36,0.12,0.10,0.05
SEG_110226_161324_234043,110226_161324,N/A,2026-02-11T23:40:43,2026-02-11T23:59:59,1156,7.416,0.066,0.032,0.010,0.007,0.004,7.535,0.87,0.43,0.14,0.09,0.04
SEG_110226_161324_000000,110226_161324,N/A,2026-02-12T00:00:00,2026-02-12T01:18:28,4708,6.544,0.107,0.018,0.007,0.008,0.004,6.688,1.61,0.26,0.10,0.12,0.06
SEG_110226_161324_011828,110226_161324,N/A,2026-02-12T01:18:28,2026-02-12T03:44:10,8742,7.297,0.058,0.033,0.007,0.006,0.005,7.406,0.79,0.45,0.10,0.08,0.06
SEG_130226_163553_163553,130226_163553,N/A,2026-02-13T16:35:53,2026-02-13T19:19:15,9802,5.505,0.085,0.014,0.005,0.007,0.003,5.619,1.50,0.26,0.09,0.12,0.06
SEG_130226_163553_193402,130226_163553,N/A,2026-02-13T19:34:02,2026-02-13T22:31:08,10626,9.966,0.115,0.028,0.009,0.008,0.006,10.132,1.13,0.28,0.09,0.08,0.06
SEG_130226_163553_225019,130226_163553,N/A,2026-02-13T22:50:19,2026-02-13T23:59:59,4180,5.617,0.085,0.018,0.008,0.005,0.003,5.736,1.49,0.31,0.14,0.09,0.05
SEG_130226_163553_000000,130226_163553,N/A,2026-02-14T00:00:00,2026-02-14T01:35:48,5748,7.172,0.078,0.024,0.007,0.007,0.003,7.291,1.06,0.34,0.10,0.09,0.04
SEG_130226_163553_015402,130226_163553,N/A,2026-02-14T01:54:02,2026-02-14T04:36:06,9724,7.458,0.121,0.032,0.007,0.005,0.003,7.626,1.58,0.42,0.10,0.07,0.04
SEG_130226_163553_044342,130226_163553,N/A,2026-02-14T04:43:42,2026-02-14T08:49:21,14739,5.527,0.089,0.023,0.007,0.005,0.004,5.655,1.58,0.41,0.13,0.09,0.05
SEG_140226_225540_225540,140226_225540,N/A,2026-02-14T22:55:40,2026-02-14T23:59:59,3859,8.078,0.097,0.034,0.013,0.008,0.003,8.233,1.17,0.41,0.16,0.10,0.04
SEG_140226_225540_000000,140226_225540,N/A,2026-02-15T00:00:00,2026-02-15T00:43:34,2614,5.519,0.066,0.014,0.007,0.004,0.003,5.613,1.17,0.26,0.12,0.08,0.06
SEG_140226_225540_004334,140226_225540,N/A,2026-02-15T00:43:34,2026-02-15T02:14:53,5479,9.305,0.114,0.035,0.013,0.010,0.007,9.484,1.21,0.37,0.14,0.11,0.06
SEG_140226_225540_023342,140226_225540,N/A,2026-02-15T02:33:42,2026-02-15T06:16:28,13366,9.563,0.102,0.036,0.010,0.006,0.003,9.720,1.05,0.37,0.10,0.06,0.04
SEG_140226_225540_061628,140226_225540,N/A,2026-02-15T06:16:28,2026-02-15T08:56:54,9626,11.877,0.103,0.051,0.011,0.012,0.007,12.061,0.85,0.42,0.09,0.10,0.07
SEG_150226_163339_163339,150226_163339,N/A,2026-02-15T16:33:39,2026-02-15T19:19:41,9962,7.610,0.079,0.028,0.009,0.007,0.004,7.737,1.02,0.36,0.12,0.10,0.06
SEG_150226_163339_192548,150226_163339,N/A,2026-02-15T19:25:48,2026-02-15T22:02:29,9401,5.662,0.078,0.019,0.009,0.006,0.003,5.777,1.35,0.32,0.15,0.10,0.06
SEG_150226_163339_220229,150226_163339,N/A,2026-02-15T22:02:29,2026-02-15T23:59:59,7050,5.571,0.076,0.028,0.006,0.006,0.003,5.690,1.34,0.49,0.11,0.10,0.06
SEG_150226_163339_000000,150226_163339,N/A,2026-02-16T00:00:00,2026-02-16T00:40:11,2411,5.903,0.083,0.016,0.008,0.006,0.003,6.019,1.38,0.27,0.14,0.10,0.04
SEG_160226_044244_044244,160226_044244,N/A,2026-02-16T04:42:44,2026-02-16T08:13:08,12624,5.654,0.077,0.022,0.005,0.004,0.005,5.767,1.34,0.38,0.09,0.08,0.07
SEG_160226_044244_083112,160226_044244,N/A,2026-02-16T08:31:12,2026-02-16T11:50:39,11967,6.344,0.105,0.019,0.007,0.007,0.003,6.485,1.62,0.29,0.11,0.11,0.05
SEG_160226_044244_120815,160226_044244,N/A,2026-02-16T12:08:15,2026-02-16T15:38:41,12626,5.264,0.057,0.024,0.005,0.004,0.003,5.357,1.06,0.45,0.10,0.08,0.04
SEG_160226_044244_153841,160226_044244,N/A,2026-02-16T15:38:41,2026-02-16T19:35:56,14235,10.663,0.100,0.039,0.013,0.011,0.004,10.830,0.92,0.36,0.12,0.10,0.04
SEG_160226_044244_194547,160226_044244,N/A,2026-02-16T19:45:47,2026-02-16T22:55:02,11355,6.638,0.066,0.034,0.011,0.008,0.002,6.759,0.98,0.50,0.16,0.12,0.04
SEG_180226_182829_182829,180226_182829,N/A,2026-02-18T18:28:29,2026-02-18T21:19:25,10256,8.520,0.098,0.025,0.009,0.008,0.006,8.666,1.13,0.29,0.10,0.10,0.06
SEG_180226_182829_213237,180226_182829,N/A,2026-02-18T21:32:37,2026-02-18T23:59:59,8842,8.882,0.078,0.043,0.015,0.007,0.005,9.030,0.87,0.47,0.16,0.08,0.06
SEG_180226_182829_000000,180226_182829,N/A,2026-02-19T00:00:00,2026-02-19T00:20:39,1239,6.910,0.109,0.020,0.009,0.008,0.003,7.059,1.54,0.29,0.12,0.12,0.04
SEG_180226_182829_003136,180226_182829,N/A,2026-02-19T00:31:36,2026-02-19T01:45:32,4436,7.904,0.089,0.028,0.010,0.005,0.003,8.039,1.11,0.35,0.12,0.06,0.04
SEG_180226_182829_015213,180226_182829,N/A,2026-02-19T01:52:13,2026-02-19T05:56:21,14648,7.347,0.067,0.019,0.013,0.007,0.004,7.457,0.90,0.26,0.17,0.09,0.06
SEG_190226_232839_232839,190226_232839,N/A,2026-02-19T23:28:39,2026-02-19T23:59:59,1880,5.133,0.050,0.015,0.009,0.005,0.002,5.214,0.96,0.29,0.17,0.10,0.05
SEG_190226_232839_000000,190226_232839,N/A,2026-02-20T00:00:00,2026-02-20T00:56:58,3418,10.433,0.104,0.030,0.011,0.010,0.006,10.594,0.98,0.28,0.11,0.10,0.05
SEG_190226_232839_011614,190226_232839,N/A,2026-02-20T01:16:14,2026-02-20T04:39:23,12189,9.177,0.074,0.036,0.010,0.006,0.004,9.307,0.79,0.38,0.11,0.07,0.05
SEG_190226_232839_044829,190226_232839,N/A,2026-02-20T04:48:29,2026-02-20T08:30:58,13349,7.916,0.108,0.022,0.014,0.005,0.004,8.069,1.34,0.27,0.17,0.06,0.05
SEG_210226_165032_165032,210226_165032,N/A,2026-02-21T16:50:32,2026-02-21T18:02:45,4333,7.733,0.093,0.033,0.014,0.006,0.002,7.881,1.18,0.42,0.17,0.07,0.03
SEG_210226_165032_180245,210226_165032,N/A,2026-02-21T18:02:45,2026-02-21T20:43:34,9649,6.688,0.091,0.019,0.009,0.007,0.003,6.817,1.33,0.28,0.14,0.11,0.04
SEG_210226_165032_205420,210226_165032,N/A,2026-02-21T20:54:20,2026-02-21T23:59:59,11139,6.226,0.091,0.024,0.009,0.006,0.004,6.360,1.43,0.37,0.15,0.10,0.06
SEG_210226_165032_000000,210226_165032,N/A,2026-02-22T00:00:00,2026-02-22T00:56:32,3392,5.442,0.080,0.020,0.006,0.003,0.003,5.554,1.43,0.37,0.11,0.06,0.04
SEG_210226_165032_010649,210226_165032,N/A,2026-02-22T01:06:49,2026-02-22T04:34:13,12444,7.788,0.116,0.030,0.007,0.008,0.003,7.952,1.47,0.37,0.09,0.10,0.04
SEG_210226_165032_043413,210226_165032,N/A,2026-02-22T04:34:13,2026-02-22T05:53:56,4783,11.061,0.119,0.031,0.013,0.013,0.007,11.244,1.06,0.28,0.12,0.12,0.06
SEG_220226_122111_122111,220226_122111,N/A,2026-02-22T12:21:11,2026-02-22T15:43:42,12151,7.571,0.112,0.025,0.007,0.007,0.003,7.725,1.45,0.32,0.09,0.09,0.05
SEG_220226_122111_154342,220226_122111,N/A,2026-02-22T15:43:42,2026-02-22T17:39:38,6956,8.818,0.094,0.024,0.013,0.007,0.005,8.961,1.05,0.27,0.14,0.08,0.05
SEG_220226_122111_175624,220226_122111,N/A,2026-02-22T17:56:24,2026-02-22T21:04:16,11272,7.461,0.062,0.036,0.009,0.009,0.003,7.580,0.82,0.48,0.12,0.12,0.04
SEG_220226_122111_210416,220226_122111,N/A,2026-02-22T21:04:16,2026-02-22T22:26:35,4939,5.525,0.074,0.019,0.009,0.006,0.004,5.637,1.32,0.34,0.16,0.10,0.07
SEG_240226_045438_045438,240226_045438,N/A,2026-02-24T04:54:38,2026-02-24T08:00:57,11179,5.244,0.045,0.024,0.006,0.004,0.003,5.326,0.84,0.45,0.12,0.08,0.05
SEG_240226_045438_081732,240226_045438,N/A,2026-02-24T08:17:32,2026-02-24T11:27:03,11371,11.642,0.129,0.053,0.016,0.011,0.006,11.857,1.09,0.45,0.14,0.09,0.05
SEG_240226_045438_113618,240226_045438,N/A,2026-02-24T11:36:18,2026-02-24T13:13:56,5858,5.181,0.049,0.020,0.009,0.003,0.004,5.266,0.94,0.39,0.17,0.07,0.06
SEG_240226_045438_132235,240226_045438,N/A,2026-02-24T13:22:35,2026-02-24T17:16:19,14024,6.999,0.111,0.027,0.007,0.008,0.003,7.155,1.55,0.38,0.10,0.11,0.05
SEG_240226_045438_171619,240226_045438,N/A,2026-02-24T17:16:19,2026-02-24T20:24:31,11292,11.981,0.179,0.062,0.021,0.012,0.008,12.263,1.46,0.50,0.17,0.10,0.06
SEG_250226_173418_173418,250226_173418,N/A,2026-02-25T17:34:18,2026-02-25T19:23:58,6580,9.983,0.159,0.043,0.016,0.009,0.004,10.214,1.56,0.42,0.16,0.09,0.04
SEG_250226_173418_193120,250226_173418,N/A,2026-02-25T19:31:20,2026-02-25T21:42:38,7878,10.533,0.086,0.042,0.013,0.012,0.005,10.691,0.80,0.39,0.12,0.11,0.05
SEG_250226_173418_214906,250226_173418,N/A,2026-02-25T21:49:06,2026-02-25T23:13:43,5077,7.165,0.119,0.032,0.010,0.008,0.004,7.338,1.62,0.44,0.13,0.11,0.06
SEG_250226_173418_232407,250226_173418,N/A,2026-02-25T23:24:07,2026-02-25T23:59:59,2152,5.519,0.066,0.022,0.005,0.006,0.003,5.621,1.17,0.39,0.10,0.11,0.05
SEG_250226_173418_000000,250226_173418,N/A,2026-02-26T00:00:00,2026-02-26T03:26:12,12372,9.115,0.133,0.026,0.012,0.011,0.005,9.302,1.43,0.28,0.13,0.11,0.06
SEG_260226_211910_211910,260226_211910,N/A,2026-02-26T21:19:10,2026-02-26T23:53:56,9286,11.543,0.114,0.059,0.016,0.009,0.003,11.744,0.97,0.50,0.13,0.08,0.04
SEG_260226_211910_000820,260226_211910,N/A,2026-02-27T00:08:20,2026-02-27T02:29:56,8496,5.876,0.062,0.023,0.008,0.004,0.004,5.977,1.03,0.39,0.13,0.07,0.07
SEG_260226_211910_024610,260226_211910,N/A,2026-02-27T02:46:10,2026-02-27T06:43:21,14231,10.044,0.132,0.048,0.014,0.011,0.004,10.253,1.29,0.47,0.14,0.11,0.03
SEG_280226_204149_204149,280226_204149,N/A,2026-02-28T20:41:49,2026-02-28T23:00:45,8336,9.558,0.139,0.035,0.014,0.009,0.005,9.760,1.42,0.36,0.14,0.09,0.05
SEG_280226_204149_231054,280226_204149,N/A,2026-02-28T23:10:54,2026-02-28T23:59:59,2945,6.714,0.100,0.024,0.009,0.007,0.003,6.857,1.46,0.35,0.13,0.10,0.04
SEG_280226_204149_000000,280226_204149,N/A,2026-03-01T00:00:00,2026-03-01T02:29:27,8967,7.909,0.094,0.027,0.008,0.009,0.004,8.051,1.17,0.34,0.10,0.11,0.04
SEG_280226_204149_022927,280226_204149,N/A,2026-03-01T02:29:27,2026-03-01T05:10:25,9658,11.828,0.107,0.042,0.016,0.009,0.006,12.008,0.89,0.35,0.14,0.08,0.05
SEG_280226_204149_051938,280226_204149,N/A,2026-03-01T05:19:38,2026-03-01T07:04:46,6308,5.678,0.059,0.020,0.008,0.004,0.004,5.773,1.02,0.35,0.14,0.07,0.06
SEG_280226_204149_071521,280226_204149,N/A,2026-03-01T07:15:21,2026-03-01T10:59:45,13464,10.048,0.096,0.029,0.018,0.009,0.007,10.207,0.94,0.29,0.17,0.09,0.06
