SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_051726_102606_02,051726_102606,N/A,2026-05-18T00:00:00,2026-05-18T12:07:47,34476,40.071,0.53695,0.65716,0.72128,0.04408,0.12021,42.15068,1.34,1.64,1.8,0.11,0.3
SEG_051826_150039_01,051826_150039,N/A,2026-05-18T15:00:39,2026-05-18T23:59:59,29025,26.176,0.29317,0.22773,0.40311,0.24605,0.22511,27.57117,1.12,0.87,1.54,0.94,0.86
SEG_051826_150039_02,051826_150039,N/A,2026-05-19T00:00:00,2026-05-19T23:59:59,77176,82.572,0.77618,0.73489,1.18078,0.88352,0.75966,86.90703,0.94,0.89,1.43,1.07,0.92
SEG_051826_150039_03,051826_150039,N/A,2026-05-20T00:00:00,2026-05-20T07:15:39,19249,22.735,0.24781,0.22053,0.36831,0.22508,0.17506,23.97179,1.09,0.97,1.62,0.99,0.77
SEG_052026_155523_01,052026_155523,N/A,2026-05-20T15:55:23,2026-05-20T23:59:59,23852,25.636,0.37685,0.58706,0.27431,0.1974,0.07691,27.14853,1.47,2.29,1.07,0.77,0.3
SEG_052026_155523_02,052026_155523,N/A,2026-05-21T00:00:00,2026-05-21T11:35:42,34829,40.365,0.60951,0.97683,0.40769,0.32292,0.15742,42.83937,1.51,2.42,1.01,0.8,0.39
SEG_052226_001959_01,052226_001959,N/A,2026-05-22T00:19:59,2026-05-22T13:01:03,37057,42.145,1.7153,1.01148,0.33295,0.3203,0.18122,45.70625,4.07,2.4,0.79,0.76,0.43
SEG_052226_203151_01,052226_203151,N/A,2026-05-22T20:31:51,2026-05-22T23:59:59,11007,9.461,0.11637,0.12489,0.15705,0.04352,0.02744,9.93027,1.23,1.32,1.66,0.46,0.29
SEG_052226_203151_02,052226_203151,N/A,2026-05-23T00:00:00,2026-05-23T07:31:32,24162,28.961,0.33884,0.41125,0.42283,0.0724,0.10136,30.30768,1.17,1.42,1.46,0.25,0.35
SEG_052326_110006_01,052326_110006,N/A,2026-05-23T11:00:06,2026-05-23T23:59:59,41057,36.202,1.37206,0.63354,0.66612,0.24617,0.16291,39.2828,3.79,1.75,1.84,0.68,0.45
SEG_052326_110006_02,052326_110006,N/A,2026-05-24T00:00:00,2026-05-24T07:34:32,21691,23.934,0.92625,0.42603,0.39491,0.19865,0.1436,26.02344,3.87,1.78,1.65,0.83,0.6
SEG_052426_193236_01,052426_193236,N/A,2026-05-24T19:32:36,2026-05-24T23:59:59,11726,13.287,0.22189,0.23252,0.17406,0.15944,0.06112,14.13603,1.67,1.75,1.31,1.2,0.46
SEG_052426_193236_02,052426_193236,N/A,2026-05-25T00:00:00,2026-05-25T23:59:59,79129,82.744,1.3239,1.50594,1.0012,0.87709,0.43854,87.89067,1.6,1.82,1.21,1.06,0.53
SEG_052426_193236_03,052426_193236,N/A,2026-05-26T00:00:00,2026-05-26T05:34:36,17088,14.559,0.24459,0.28827,0.19218,0.16452,0.05241,15.50097,1.68,1.98,1.32,1.13,0.36
SEG_052626_130434_01,052626_130434,N/A,2026-05-26T13:04:34,2026-05-26T23:59:59,33658,30.773,1.15399,0.21849,0.1354,0.04,0.0954,32.41628,3.75,0.71,0.44,0.13,0.31
SEG_052626_130434_02,052626_130434,N/A,2026-05-27T00:00:00,2026-05-27T02:37:20,6669,5.941,0.23408,0.03386,0.0398,0.00654,0.01188,6.26716,3.94,0.57,0.67,0.11,0.2
