SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_061626_144348_02,061626_144348,N/A,2026-06-17T00:00:00,2026-06-17T23:24:01,79216,72.177,2.67777,1.65285,0.85169,0.64959,0.42584,78.43474,3.71,2.29,1.18,0.9,0.59
SEG_061826_050536_01,061826_050536,N/A,2026-06-18T05:05:36,2026-06-18T23:59:59,54718,57.68,0.56526,0.81906,0.70946,0.36338,0.34031,60.47747,0.98,1.42,1.23,0.63,0.59
SEG_061826_050536_02,061826_050536,N/A,2026-06-19T00:00:00,2026-06-19T02:40:59,6868,7.661,0.07814,0.12794,0.0904,0.05746,0.06359,8.07853,1.02,1.67,1.18,0.75,0.83
SEG_061926_065619_01,061926_065619,N/A,2026-06-19T06:56:19,2026-06-19T23:59:59,43884,47.191,1.20809,1.07595,0.78337,0.3209,0.34449,50.9238,2.56,2.28,1.66,0.68,0.73
SEG_061926_065619_02,061926_065619,N/A,2026-06-20T00:00:00,2026-06-20T23:30:43,74215,66.849,1.61106,1.5509,1.11638,0.33425,0.63507,72.09666,2.41,2.32,1.67,0.5,0.95
SEG_062126_062853_01,062126_062853,N/A,2026-06-21T06:28:53,2026-06-21T13:30:15,19358,16.625,0.25104,0.1862,0.28595,0.25436,0.17124,17.77379,1.51,1.12,1.72,1.53,1.03
SEG_062126_180726_01,062126_180726,N/A,2026-06-21T18:07:26,2026-06-21T23:59:59,18386,16.293,0.49205,0.17922,0.15967,0.08146,0.06028,17.26568,3.02,1.1,0.98,0.5,0.37
SEG_062126_180726_02,062126_180726,N/A,2026-06-22T00:00:00,2026-06-22T07:02:28,21241,25.213,0.81186,0.27734,0.24204,0.06303,0.13615,26.74342,3.22,1.1,0.96,0.25,0.54
SEG_062226_135855_01,062226_135855,N/A,2026-06-22T13:58:55,2026-06-22T23:59:59,27194,27.577,0.94038,0.16822,0.20131,0.23992,0.11031,29.23714,3.41,0.61,0.73,0.87,0.4
SEG_062226_135855_02,062226_135855,N/A,2026-06-23T00:00:00,2026-06-23T23:59:59,81129,89.903,2.93983,0.37759,0.57538,0.75519,0.26971,94.8207,3.27,0.42,0.64,0.84,0.3
SEG_062226_135855_03,062226_135855,N/A,2026-06-24T00:00:00,2026-06-24T00:06:34,302,0.359,0.0117,0.00241,0.00183,0.00363,0.00097,0.37954,3.26,0.67,0.51,1.01,0.27
SEG_062426_020755_01,062426_020755,N/A,2026-06-24T02:07:55,2026-06-24T23:59:59,72408,61.666,1.98565,0.59199,1.02366,0.38233,0.30216,65.95179,3.22,0.96,1.66,0.62,0.49
SEG_062426_020755_02,062426_020755,N/A,2026-06-25T00:00:00,2026-06-25T14:55:19,38266,31.402,0.97032,0.34542,0.49615,0.17585,0.09735,33.48709,3.09,1.1,1.58,0.56,0.31
SEG_062526_190314_01,062526_190314,N/A,2026-06-25T19:03:14,2026-06-25T23:59:59,15866,16.203,0.22522,0.39049,0.30624,0.14583,0.08426,17.35504,1.39,2.41,1.89,0.9,0.52
SEG_062526_190314_02,062526_190314,N/A,2026-06-26T00:00:00,2026-06-26T12:58:32,39889,36.02,0.52229,0.81765,0.724,0.38902,0.21972,38.69268,1.45,2.27,2.01,1.08,0.61
SEG_062626_203958_01,062626_203958,N/A,2026-06-26T20:39:58,2026-06-26T23:59:59,10719,10.03,0.23771,0.04714,0.19558,0.0662,0.07422,10.65085,2.37,0.47,1.95,0.66,0.74
SEG_062626_203958_02,062626_203958,N/A,2026-06-27T00:00:00,2026-06-27T10:54:13,36436,40.427,0.93386,0.18192,0.71556,0.31533,0.2749,42.84857,2.31,0.45,1.77,0.78,0.68
SEG_062726_194201_01,062726_194201,N/A,2026-06-27T19:42:01,2026-06-27T23:59:59,14543,15.316,0.35074,0.22821,0.12712,0.09343,0.10874,16.22424,2.29,1.49,0.83,0.61,0.71
SEG_062726_194201_02,062726_194201,N/A,2026-06-28T00:00:00,2026-06-28T23:59:59,71856,78.268,1.61232,1.11141,0.69659,0.43047,0.5557,82.67449,2.06,1.42,0.89,0.55,0.71
SEG_062726_194201_03,062726_194201,N/A,2026-06-29T00:00:00,2026-06-29T11:37:00,35713,37.071,0.8341,0.53012,0.28545,0.24838,0.18165,39.1507,2.25,1.43,0.77,0.67,0.49
