SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_021526_070951_01,021526_070951,N/A,2026-02-15T07:09:51,2026-02-15T17:39:05,32586,35.391,0.96971,0.6972,0.67243,0.46008,0.31852,38.50894,2.74,1.97,1.9,1.3,0.9
SEG_021626_043110_01,021626_043110,N/A,2026-02-16T04:31:10,2026-02-16T13:07:49,23328,24.565,0.90154,0.13756,0.20143,0.14493,0.22109,26.17155,3.67,0.56,0.82,0.59,0.9
SEG_021626_174534_01,021626_174534,N/A,2026-02-16T17:45:34,2026-02-16T23:59:59,20468,21.603,0.51415,0.29596,0.30892,0.11234,0.08209,22.91646,2.38,1.37,1.43,0.52,0.38
SEG_021626_174534_02,021626_174534,N/A,2026-02-17T00:00:00,2026-02-17T19:02:38,55605,53.575,1.25901,0.62683,0.87327,0.36967,0.11787,56.82165,2.35,1.17,1.63,0.69,0.22
SEG_021826_011635_01,021826_011635,N/A,2026-02-18T01:16:35,2026-02-18T23:59:59,61620,66.42,1.33504,0.61106,0.73062,0.77711,0.23247,70.1063,2.01,0.92,1.1,1.17,0.35
SEG_021826_011635_02,021826_011635,N/A,2026-02-19T00:00:00,2026-02-19T01:07:50,2853,2.403,0.05383,0.02715,0.02763,0.02715,0.01009,2.54885,2.24,1.13,1.15,1.13,0.42
SEG_021926_042029_01,021926_042029,N/A,2026-02-19T04:20:29,2026-02-19T23:59:59,63507,61.247,1.36581,0.58185,1.03507,0.5206,0.30011,65.05044,2.23,0.95,1.69,0.85,0.49
SEG_021926_042029_02,021926_042029,N/A,2026-02-20T00:00:00,2026-02-20T06:43:28,17593,16.773,0.40255,0.13418,0.2885,0.11909,0.10902,17.82634,2.4,0.8,1.72,0.71,0.65
SEG_022026_144806_01,022026_144806,N/A,2026-02-20T14:48:06,2026-02-20T23:59:59,29748,24.425,0.26379,0.20028,0.21494,0.18563,0.14411,25.43375,1.08,0.82,0.88,0.76,0.59
SEG_022026_144806_02,022026_144806,N/A,2026-02-21T00:00:00,2026-02-21T00:51:22,2336,2.222,0.02666,0.01666,0.01644,0.01622,0.01311,2.31109,1.2,0.75,0.74,0.73,0.59
SEG_022126_123812_01,022126_123812,N/A,2026-02-21T12:38:12,2026-02-21T23:59:59,36476,34.781,0.7304,0.80692,0.62606,0.47998,0.31303,37.73739,2.1,2.32,1.8,1.38,0.9
SEG_022126_123812_02,022126_123812,N/A,2026-02-22T00:00:00,2026-02-22T15:11:09,48252,56.155,1.17926,1.46565,1.13995,0.89286,0.55593,61.38865,2.1,2.61,2.03,1.59,0.99
SEG_022326_002827_01,022326_002827,N/A,2026-02-23T00:28:27,2026-02-23T23:59:59,70523,60.77,1.47063,0.58947,1.03309,0.22485,0.32816,64.4162,2.42,0.97,1.7,0.37,0.54
SEG_022326_002827_02,022326_002827,N/A,2026-02-24T00:00:00,2026-02-24T17:52:44,60947,67.492,1.61981,0.70867,1.05288,0.29696,0.33071,71.50103,2.4,1.05,1.56,0.44,0.49
SEG_022526_011331_01,022526_011331,N/A,2026-02-25T01:13:31,2026-02-25T17:09:45,46163,51.193,0.78325,0.56312,0.38907,0.4505,0.27644,53.65538,1.53,1.1,0.76,0.88,0.54
SEG_022626_063117_01,022626_063117,N/A,2026-02-26T06:31:17,2026-02-26T20:00:17,40296,47.851,1.11971,0.79911,0.26797,0.67948,0.38759,51.10486,2.34,1.67,0.56,1.42,0.81
SEG_022726_001248_01,022726_001248,N/A,2026-02-27T00:12:48,2026-02-27T23:59:59,73157,75.027,1.60558,1.20793,0.73526,0.69025,0.68275,79.94877,2.14,1.61,0.98,0.92,0.91
SEG_022726_001248_02,022726_001248,N/A,2026-02-28T00:00:00,2026-02-28T00:34:02,1535,1.841,0.03461,0.03093,0.01823,0.01418,0.01712,1.95607,1.88,1.68,0.99,0.77,0.93
SEG_022826_102112_01,022826_102112,N/A,2026-02-28T10:21:12,2026-02-28T23:59:59,45917,50.876,0.88015,0.51894,0.98191,0.09666,0.45788,53.81154,1.73,1.02,1.93,0.19,0.9
SEG_022826_102112_02,022826_102112,N/A,2026-03-01T00:00:00,2026-03-01T07:54:55,24044,26.153,0.44199,0.26938,0.50475,0.07061,0.20399,27.64372,1.69,1.03,1.93,0.27,0.78
