SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_031226_021320_01,031226_021320,N/A,2026-03-12T02:13:20,2026-03-12T23:59:59,71149,82.909,2.24683,1.68305,0.68814,0.30676,0.43113,88.26491,2.71,2.03,0.83,0.37,0.52
SEG_031226_021320_02,031226_021320,N/A,2026-03-13T00:00:00,2026-03-13T14:15:45,48606,46.792,1.2587,1.00603,0.36498,0.25736,0.30883,49.9879,2.69,2.15,0.78,0.55,0.66
SEG_031326_184757_01,031326_184757,N/A,2026-03-13T18:47:57,2026-03-13T23:59:59,15800,13.079,0.20665,0.22365,0.23281,0.16741,0.11902,14.02854,1.58,1.71,1.78,1.28,0.91
SEG_031326_184757_02,031326_184757,N/A,2026-03-14T00:00:00,2026-03-14T23:59:59,77188,89.568,1.30769,1.3883,1.71971,1.22708,0.88672,96.0975,1.46,1.55,1.92,1.37,0.99
SEG_031326_184757_03,031326_184757,N/A,2026-03-15T00:00:00,2026-03-15T10:53:08,31569,28.298,0.46409,0.43579,0.54332,0.37353,0.24053,30.35526,1.64,1.54,1.92,1.32,0.85
SEG_031526_234917_01,031526_234917,N/A,2026-03-15T23:49:17,2026-03-15T23:59:59,484,0.466,0.00983,0.00904,0.00573,0.00172,0.00172,0.49404,2.11,1.94,1.23,0.37,0.37
SEG_031526_234917_02,031526_234917,N/A,2026-03-16T00:00:00,2026-03-16T04:46:23,13056,11.778,0.22143,0.20847,0.1696,0.03769,0.04358,12.45877,1.88,1.77,1.44,0.32,0.37
SEG_031626_103112_01,031626_103112,N/A,2026-03-16T10:31:12,2026-03-16T23:59:59,38218,44.605,0.57094,1.0616,0.81181,0.21856,0.39698,47.66489,1.28,2.38,1.82,0.49,0.89
SEG_031626_103112_02,031626_103112,N/A,2026-03-17T00:00:00,2026-03-17T02:17:23,7206,8.591,0.09794,0.19244,0.15378,0.0335,0.0799,9.14856,1.14,2.24,1.79,0.39,0.93
SEG_031726_075636_01,031726_075636,N/A,2026-03-17T07:56:36,2026-03-17T23:59:59,47599,44.914,1.15878,0.61532,0.21559,0.3144,0.14822,47.36631,2.58,1.37,0.48,0.7,0.33
SEG_031726_075636_02,031726_075636,N/A,2026-03-18T00:00:00,2026-03-18T23:10:26,71292,59.631,1.5027,0.73942,0.31604,0.31008,0.17889,62.67813,2.52,1.24,0.53,0.52,0.3
SEG_031926_105243_01,031926_105243,N/A,2026-03-19T10:52:43,2026-03-19T23:59:59,36935,31.558,0.7069,0.55542,0.29665,0.30296,0.12623,33.54616,2.24,1.76,0.94,0.96,0.4
SEG_031926_105243_02,031926_105243,N/A,2026-03-20T00:00:00,2026-03-20T04:48:19,15622,17.318,0.37061,0.31519,0.11603,0.17145,0.05022,18.3415,2.14,1.82,0.67,0.99,0.29
SEG_032026_065106_01,032026_065106,N/A,2026-03-20T06:51:06,2026-03-20T23:15:57,49788,55.811,1.63526,0.46323,0.85949,0.47439,0.17301,59.41638,2.93,0.83,1.54,0.85,0.31
SEG_032126_050330_01,032126_050330,N/A,2026-03-21T05:03:30,2026-03-21T23:59:59,58567,53.33,0.94927,0.91728,0.33598,0.69329,0.20265,56.42847,1.78,1.72,0.63,1.3,0.38
SEG_032126_050330_02,032126_050330,N/A,2026-03-22T00:00:00,2026-03-22T23:09:18,60831,54.791,0.87666,0.93145,0.3945,0.77803,0.263,58.03464,1.6,1.7,0.72,1.42,0.48
SEG_032326_090927_01,032326_090927,N/A,2026-03-23T09:09:27,2026-03-23T23:59:59,40397,40.821,1.21238,0.76743,0.39188,0.4327,0.13471,43.7601,2.97,1.88,0.96,1.06,0.33
SEG_032326_090927_02,032326_090927,N/A,2026-03-24T00:00:00,2026-03-24T23:59:59,66078,62.96,1.80695,1.28438,0.58553,0.6233,0.22036,67.48052,2.87,2.04,0.93,0.99,0.35
SEG_032326_090927_03,032326_090927,N/A,2026-03-25T00:00:00,2026-03-25T07:14:55,18691,16.32,0.46675,0.31661,0.16483,0.19094,0.0408,17.49993,2.86,1.94,1.01,1.17,0.25
SEG_032526_134535_01,032526_134535,N/A,2026-03-25T13:45:35,2026-03-25T23:59:59,33690,28.713,0.56565,0.32446,0.42782,0.4106,0.13208,30.57361,1.97,1.13,1.49,1.43,0.46
SEG_032526_134535_02,032526_134535,N/A,2026-03-26T00:00:00,2026-03-26T04:04:14,11842,10.393,0.22137,0.10497,0.17252,0.14342,0.06755,11.10283,2.13,1.01,1.66,1.38,0.65
SEG_032626_070927_01,032626_070927,N/A,2026-03-26T07:09:27,2026-03-26T23:59:59,45224,40.914,0.96148,0.80191,0.56461,0.46233,0.37232,44.07665,2.35,1.96,1.38,1.13,0.91
SEG_032626_070927_02,032626_070927,N/A,2026-03-27T00:00:00,2026-03-27T23:59:59,65931,70.056,1.82146,1.39411,1.05084,0.7566,0.70757,75.78658,2.6,1.99,1.5,1.08,1.01
SEG_032626_070927_03,032626_070927,N/A,2026-03-28T00:00:00,2026-03-28T05:08:35,17437,18.395,0.47643,0.36422,0.26673,0.17291,0.18947,19.86476,2.59,1.98,1.45,0.94,1.03
SEG_032826_185931_01,032826_185931,N/A,2026-03-28T18:59:31,2026-03-28T23:59:59,15014,15.667,0.45904,0.2162,0.13944,0.1692,0.094,16.74488,2.93,1.38,0.89,1.08,0.6
SEG_032826_185931_02,032826_185931,N/A,2026-03-29T00:00:00,2026-03-29T13:30:05,45518,36.47,1.11233,0.46317,0.34282,0.33917,0.21517,38.94266,3.05,1.27,0.94,0.93,0.59
SEG_032926_160104_01,032926_160104,N/A,2026-03-29T16:01:04,2026-03-29T23:55:26,22321,22.309,0.32571,0.4551,0.35248,0.01115,0.20747,23.66091,1.46,2.04,1.58,0.05,0.93
