SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_010826_215243_02,010826_215243,N/A,2026-01-09T00:00:00,2026-01-09T23:59:59,78925,84.269,2.28369,1.95504,0.5646,0.71629,0.79213,90.58075,2.71,2.32,0.67,0.85,0.94
SEG_010826_215243_03,010826_215243,N/A,2026-01-10T00:00:00,2026-01-10T15:49:18,45835,47.937,1.37579,1.11693,0.42185,0.41226,0.38829,51.65212,2.87,2.33,0.88,0.86,0.81
SEG_011026_224445_01,011026_224445,N/A,2026-01-10T22:44:45,2026-01-10T23:59:59,3860,3.21,0.08282,0.06067,0.0138,0.01123,0.03146,3.40998,2.58,1.89,0.43,0.35,0.98
SEG_011026_224445_02,011026_224445,N/A,2026-01-11T00:00:00,2026-01-11T19:31:46,61114,63.522,1.51182,1.21327,0.31761,0.21597,0.59711,67.37778,2.38,1.91,0.5,0.34,0.94
SEG_011226_091512_01,011226_091512,N/A,2026-01-12T09:15:12,2026-01-12T23:59:59,38903,46.52,0.40472,0.66058,0.5815,0.56289,0.3489,49.07859,0.87,1.42,1.25,1.21,0.75
SEG_011226_091512_02,011226_091512,N/A,2026-01-13T00:00:00,2026-01-13T03:13:13,9303,10.416,0.0927,0.1552,0.12083,0.10728,0.07395,10.96596,0.89,1.49,1.16,1.03,0.71
SEG_011326_125331_01,011326_125331,N/A,2026-01-13T12:53:31,2026-01-13T23:59:59,36915,43.189,1.36477,0.92424,0.19435,0.10365,0.30664,46.08265,3.16,2.14,0.45,0.24,0.71
SEG_011326_125331_02,011326_125331,N/A,2026-01-14T00:00:00,2026-01-14T23:59:59,74510,66.567,2.00367,1.43119,0.28624,0.12648,0.41272,70.8273,3.01,2.15,0.43,0.19,0.62
SEG_011326_125331_03,011326_125331,N/A,2026-01-15T00:00:00,2026-01-15T09:22:15,25259,29.247,0.92713,0.58786,0.18718,0.07019,0.20765,31.22701,3.17,2.01,0.64,0.24,0.71
SEG_011526_163613_01,011526_163613,N/A,2026-01-15T16:36:13,2026-01-15T23:59:59,22402,23.049,0.61541,0.4725,0.17978,0.16826,0.05071,24.53566,2.67,2.05,0.78,0.73,0.22
SEG_011526_163613_02,011526_163613,N/A,2026-01-16T00:00:00,2026-01-16T23:59:59,65334,58.577,1.64016,1.21254,0.59163,0.36904,0.14644,62.53681,2.8,2.07,1.01,0.63,0.25
SEG_011526_163613_03,011526_163613,N/A,2026-01-17T00:00:00,2026-01-17T13:36:40,37777,41.621,1.14874,0.8241,0.32464,0.2747,0.0,44.19318,2.76,1.98,0.78,0.66,0.0
SEG_011826_020537_01,011826_020537,N/A,2026-01-18T02:05:37,2026-01-18T23:59:59,59167,51.716,1.08604,0.44993,0.75505,0.66196,0.18101,54.84999,2.1,0.87,1.46,1.28,0.35
SEG_011826_020537_02,011826_020537,N/A,2026-01-19T00:00:00,2026-01-19T05:41:54,17653,20.748,0.41496,0.21578,0.32367,0.2635,0.08922,22.05513,2.0,1.04,1.56,1.27,0.43
SEG_011926_090709_01,011926_090709,N/A,2026-01-19T09:07:09,2026-01-19T23:59:59,48179,48.575,0.7772,0.72862,0.70434,0.28659,0.34488,51.41663,1.6,1.5,1.45,0.59,0.71
SEG_011926_090709_02,011926_090709,N/A,2026-01-20T00:00:00,2026-01-20T18:25:02,49934,48.928,0.69967,0.69478,0.73392,0.32292,0.25443,51.63372,1.43,1.42,1.5,0.66,0.52
SEG_012126_073838_01,012126_073838,N/A,2026-01-21T07:38:38,2026-01-21T12:16:13,14707,16.38,0.46028,0.39148,0.16216,0.18346,0.01638,17.59376,2.81,2.39,0.99,1.12,0.1
SEG_012126_201403_01,012126_201403,N/A,2026-01-21T20:14:03,2026-01-21T23:59:59,10218,8.429,0.15509,0.10789,0.13655,0.09778,0.04805,8.97436,1.84,1.28,1.62,1.16,0.57
SEG_012126_201403_02,012126_201403,N/A,2026-01-22T00:00:00,2026-01-22T23:59:59,62674,59.099,1.14061,0.84512,0.82739,0.57917,0.22458,62.71587,1.93,1.43,1.4,0.98,0.38
SEG_012126_201403_03,012126_201403,N/A,2026-01-23T00:00:00,2026-01-23T18:03:26,60200,62.845,1.23176,0.91754,0.88611,0.68501,0.25138,66.8168,1.96,1.46,1.41,1.09,0.4
SEG_012426_011548_01,012426_011548,N/A,2026-01-24T01:15:48,2026-01-24T23:59:59,58057,66.444,0.79068,1.39532,1.40197,0.91693,0.20598,71.15488,1.19,2.1,2.11,1.38,0.31
SEG_012426_011548_02,012426_011548,N/A,2026-01-25T00:00:00,2026-01-25T18:47:26,61328,55.459,0.75424,1.10918,1.16464,0.75424,0.09983,59.34113,1.36,2.0,2.1,1.36,0.18
SEG_012526_224443_01,012526_224443,N/A,2026-01-25T22:44:43,2026-01-25T23:59:59,4099,3.89,0.08052,0.07741,0.02567,0.05174,0.03657,4.16191,2.07,1.99,0.66,1.33,0.94
SEG_012526_224443_02,012526_224443,N/A,2026-01-26T00:00:00,2026-01-26T23:59:59,74617,74.514,1.69892,1.40086,0.29806,0.98358,0.52905,79.42447,2.28,1.88,0.4,1.32,0.71
SEG_012526_224443_03,012526_224443,N/A,2026-01-27T00:00:00,2026-01-27T21:41:35,71475,59.45,1.34952,1.0701,0.33292,0.73124,0.48155,63.41533,2.27,1.8,0.56,1.23,0.81
SEG_012826_072118_01,012826_072118,N/A,2026-01-28T07:21:18,2026-01-28T15:09:15,26475,31.095,0.60013,0.30784,0.21145,0.1306,0.27053,32.61555,1.93,0.99,0.68,0.42,0.87
SEG_012926_020311_01,012926_020311,N/A,2026-01-29T02:03:11,2026-01-29T21:26:12,61324,59.707,1.80912,0.57916,0.54333,0.4896,0.32839,63.4566,3.03,0.97,0.91,0.82,0.55
SEG_013026_060513_01,013026_060513,N/A,2026-01-30T06:05:13,2026-01-30T23:24:01,47863,56.337,1.74645,0.81125,1.0197,0.86196,0.12958,60.90594,3.1,1.44,1.81,1.53,0.23
SEG_013126_121753_01,013126_121753,N/A,2026-01-31T12:17:53,2026-01-31T23:59:59,36194,29.395,1.07292,0.66139,0.46444,0.29101,0.12346,32.00822,3.65,2.25,1.58,0.99,0.42
SEG_013126_121753_02,013126_121753,N/A,2026-02-01T00:00:00,2026-02-01T05:38:58,19308,18.138,0.66929,0.4208,0.30653,0.17594,0.09069,19.80125,3.69,2.32,1.69,0.97,0.5
