SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_190626_161515_000000,190626_161515,N/A,2026-06-20T00:00:00,2026-06-20T00:40:15,2415,5.787,0.049,0.029,0.010,0.007,0.003,5.885,0.83,0.50,0.17,0.11,0.06
SEG_210626_002144_002144,210626_002144,N/A,2026-06-21T00:21:44,2026-06-21T02:51:43,8999,8.150,0.066,0.025,0.011,0.006,0.004,8.262,0.80,0.30,0.13,0.07,0.05
SEG_210626_002144_030457,210626_002144,N/A,2026-06-21T03:04:57,2026-06-21T07:01:44,14207,10.109,0.092,0.044,0.009,0.010,0.006,10.270,0.90,0.43,0.09,0.10,0.06
SEG_210626_002144_070938,210626_002144,N/A,2026-06-21T07:09:38,2026-06-21T08:32:42,4984,6.988,0.103,0.029,0.006,0.007,0.003,7.136,1.44,0.41,0.09,0.10,0.03
SEG_220626_124217_124217,220626_124217,N/A,2026-06-22T12:42:17,2026-06-22T16:49:12,14815,7.522,0.067,0.025,0.013,0.006,0.004,7.637,0.87,0.33,0.17,0.08,0.07
SEG_220626_124217_170618,220626_124217,N/A,2026-06-22T17:06:18,2026-06-22T18:40:09,5631,11.327,0.137,0.047,0.011,0.008,0.007,11.537,1.19,0.41,0.09,0.07,0.07
SEG_220626_124217_185718,220626_124217,N/A,2026-06-22T18:57:18,2026-06-22T20:09:50,4352,5.278,0.084,0.018,0.007,0.006,0.001,5.394,1.55,0.33,0.13,0.10,0.03
SEG_220626_124217_202053,220626_124217,N/A,2026-06-22T20:20:53,2026-06-22T23:59:59,13146,7.116,0.118,0.037,0.008,0.005,0.002,7.286,1.62,0.51,0.11,0.06,0.04
SEG_220626_124217_000000,220626_124217,N/A,2026-06-23T00:00:00,2026-06-23T00:18:17,1097,7.710,0.128,0.040,0.013,0.009,0.004,7.904,1.62,0.51,0.17,0.12,0.04
SEG_220626_124217_002959,220626_124217,N/A,2026-06-23T00:29:59,2026-06-23T04:36:02,14763,5.961,0.085,0.024,0.009,0.007,0.003,6.089,1.39,0.39,0.15,0.11,0.06
SEG_240626_131536_131536,240626_131536,N/A,2026-06-24T13:15:36,2026-06-24T16:18:43,10987,11.794,0.186,0.040,0.016,0.009,0.005,12.050,1.54,0.34,0.13,0.07,0.04
SEG_240626_131536_163722,240626_131536,N/A,2026-06-24T16:37:22,2026-06-24T18:39:16,7314,11.038,0.117,0.049,0.015,0.008,0.007,11.234,1.04,0.43,0.13,0.07,0.07
SEG_240626_131536_183916,240626_131536,N/A,2026-06-24T18:39:16,2026-06-24T20:25:34,6378,9.594,0.122,0.028,0.009,0.009,0.006,9.768,1.25,0.29,0.09,0.09,0.06
SEG_250626_052053_052053,250626_052053,N/A,2026-06-25T05:20:53,2026-06-25T06:35:36,4483,10.358,0.161,0.038,0.013,0.009,0.006,10.585,1.52,0.36,0.12,0.09,0.07
SEG_250626_052053_063536,250626_052053,N/A,2026-06-25T06:35:36,2026-06-25T08:57:01,8485,6.064,0.058,0.017,0.005,0.007,0.004,6.155,0.94,0.28,0.09,0.12,0.05
SEG_250626_052053_091228,250626_052053,N/A,2026-06-25T09:12:28,2026-06-25T11:22:11,7783,9.175,0.091,0.024,0.009,0.010,0.002,9.311,0.97,0.25,0.09,0.11,0.04
SEG_260626_154541_154541,260626_154541,N/A,2026-06-26T15:45:41,2026-06-26T17:42:35,7014,10.965,0.133,0.032,0.011,0.007,0.007,11.155,1.19,0.28,0.10,0.06,0.06
SEG_260626_154541_175211,260626_154541,N/A,2026-06-26T17:52:11,2026-06-26T20:51:38,10767,6.558,0.090,0.020,0.007,0.005,0.004,6.684,1.34,0.30,0.10,0.07,0.07
SEG_260626_154541_210709,260626_154541,N/A,2026-06-26T21:07:09,2026-06-26T23:59:59,10370,9.815,0.151,0.049,0.012,0.011,0.005,10.043,1.51,0.48,0.12,0.11,0.05
SEG_260626_154541_000000,260626_154541,N/A,2026-06-27T00:00:00,2026-06-27T00:27:37,1657,10.770,0.152,0.039,0.019,0.010,0.006,10.996,1.39,0.35,0.17,0.10,0.05
SEG_260626_154541_004438,260626_154541,N/A,2026-06-27T00:44:38,2026-06-27T02:01:48,4630,8.645,0.102,0.041,0.008,0.011,0.004,8.811,1.16,0.47,0.09,0.12,0.05
SEG_280626_124702_124702,280626_124702,N/A,2026-06-28T12:47:02,2026-06-28T15:39:29,10347,8.613,0.115,0.023,0.010,0.007,0.004,8.772,1.31,0.26,0.11,0.08,0.04
SEG_280626_124702_153929,280626_124702,N/A,2026-06-28T15:39:29,2026-06-28T18:52:07,11558,6.165,0.064,0.031,0.009,0.007,0.004,6.280,1.03,0.49,0.15,0.12,0.05
SEG_280626_124702_185839,280626_124702,N/A,2026-06-28T18:58:39,2026-06-28T22:22:01,12202,5.792,0.085,0.029,0.009,0.004,0.003,5.922,1.43,0.50,0.15,0.07,0.05
SEG_280626_124702_223004,280626_124702,N/A,2026-06-28T22:30:04,2026-06-28T23:59:59,5395,9.132,0.128,0.028,0.012,0.007,0.005,9.312,1.38,0.30,0.13,0.07,0.06
SEG_280626_124702_000000,280626_124702,N/A,2026-06-29T00:00:00,2026-06-29T01:40:38,6038,11.350,0.168,0.051,0.011,0.008,0.005,11.593,1.45,0.44,0.10,0.07,0.05
SEG_280626_124702_015434,280626_124702,N/A,2026-06-29T01:54:34,2026-06-29T04:46:06,10292,10.088,0.165,0.042,0.010,0.010,0.004,10.319,1.60,0.41,0.10,0.09,0.03
SEG_300626_055821_055821,300626_055821,N/A,2026-06-30T05:58:21,2026-06-30T10:05:06,14805,11.039,0.103,0.032,0.017,0.007,0.005,11.203,0.92,0.28,0.15,0.06,0.04
SEG_300626_055821_101742,300626_055821,N/A,2026-06-30T10:17:42,2026-06-30T12:43:13,8731,9.385,0.084,0.027,0.010,0.009,0.004,9.519,0.88,0.28,0.10,0.10,0.04
SEG_300626_055821_130248,300626_055821,N/A,2026-06-30T13:02:48,2026-06-30T16:25:37,12169,8.805,0.070,0.043,0.009,0.009,0.005,8.941,0.79,0.48,0.11,0.10,0.05
SEG_300626_055821_163158,300626_055821,N/A,2026-06-30T16:31:58,2026-06-30T20:22:48,13850,9.201,0.092,0.037,0.013,0.009,0.006,9.358,0.99,0.39,0.14,0.09,0.06
SEG_300626_055821_203019,300626_055821,N/A,2026-06-30T20:30:19,2026-06-30T21:52:01,4902,9.573,0.079,0.046,0.014,0.011,0.004,9.727,0.81,0.47,0.14,0.11,0.04
