SEGMENT_ID,PROD_ID,USR_ID,START_TIME,STOP_TIME,RUN_TIME,MASS_TOTAL,ADD1_TOTAL,ADD2_TOTAL,ADD3_TOTAL,ADD4_TOTAL,ADD5_TOTAL,TOTAL_INCL_ADDITIVES,ADD1_PERCENT,ADD2_PERCENT,ADD3_PERCENT,ADD4_PERCENT,ADD5_PERCENT
SEG_120326_182036_182036,120326_182036,N/A,2026-03-12T18:20:36,2026-03-12T20:54:49,9253,6.658,0.103,0.035,0.009,0.006,0.003,6.814,1.52,0.51,0.13,0.09,0.04
SEG_120326_182036_210954,120326_182036,N/A,2026-03-12T21:09:54,2026-03-12T23:04:23,6869,9.382,0.109,0.036,0.017,0.011,0.005,9.56,1.14,0.38,0.17,0.12,0.06
SEG_120326_182036_230423,120326_182036,N/A,2026-03-12T23:04:23,2026-03-12T23:59:59,3336,9.874,0.113,0.033,0.01,0.009,0.004,10.043,1.12,0.33,0.1,0.09,0.04
SEG_120326_182036_000000,120326_182036,N/A,2026-03-13T00:00:00,2026-03-13T01:38:06,5886,6.577,0.101,0.019,0.009,0.004,0.003,6.713,1.5,0.28,0.13,0.06,0.05
SEG_120326_182036_015208,120326_182036,N/A,2026-03-13T01:52:08,2026-03-13T03:35:24,6196,7.719,0.078,0.026,0.007,0.007,0.004,7.841,0.99,0.34,0.09,0.09,0.04
SEG_120326_182036_035433,120326_182036,N/A,2026-03-13T03:54:33,2026-03-13T05:53:13,7120,5.361,0.06,0.022,0.005,0.003,0.004,5.455,1.1,0.41,0.09,0.06,0.06
SEG_140326_184642_184642,140326_184642,N/A,2026-03-14T18:46:42,2026-03-14T20:52:37,7555,8.356,0.129,0.029,0.015,0.005,0.005,8.539,1.51,0.34,0.17,0.06,0.07
SEG_140326_184642_205237,140326_184642,N/A,2026-03-14T20:52:37,2026-03-14T22:31:19,5922,10.228,0.148,0.051,0.015,0.011,0.005,10.458,1.41,0.49,0.15,0.1,0.05
SEG_140326_184642_224148,140326_184642,N/A,2026-03-14T22:41:48,2026-03-14T23:59:59,4691,7.665,0.096,0.027,0.008,0.007,0.004,7.807,1.23,0.34,0.11,0.09,0.05
SEG_140326_184642_000000,140326_184642,N/A,2026-03-15T00:00:00,2026-03-15T01:05:46,3946,5.69,0.093,0.022,0.009,0.007,0.003,5.824,1.6,0.37,0.16,0.12,0.04
SEG_140326_184642_012022,140326_184642,N/A,2026-03-15T01:20:22,2026-03-15T03:27:27,7625,10.189,0.082,0.041,0.014,0.011,0.004,10.341,0.79,0.39,0.14,0.1,0.04
SEG_140326_184642_033622,140326_184642,N/A,2026-03-15T03:36:22,2026-03-15T06:26:45,10223,8.989,0.09,0.036,0.016,0.007,0.005,9.143,0.99,0.39,0.17,0.08,0.06
SEG_150326_234641_234641,150326_234641,N/A,2026-03-15T23:46:41,2026-03-15T23:59:59,798,8.226,0.117,0.029,0.008,0.008,0.003,8.391,1.4,0.34,0.1,0.09,0.04
SEG_150326_234641_000000,150326_234641,N/A,2026-03-16T00:00:00,2026-03-16T03:07:19,11239,11.226,0.185,0.058,0.015,0.013,0.004,11.501,1.61,0.5,0.13,0.11,0.04
SEG_150326_234641_030719,150326_234641,N/A,2026-03-16T03:07:19,2026-03-16T04:27:13,4794,10.35,0.119,0.05,0.011,0.011,0.003,10.544,1.13,0.47,0.11,0.1,0.03
SEG_150326_234641_043835,150326_234641,N/A,2026-03-16T04:38:35,2026-03-16T06:01:45,4990,9.325,0.128,0.039,0.012,0.008,0.003,9.515,1.34,0.41,0.13,0.09,0.03
SEG_150326_234641_060657,150326_234641,N/A,2026-03-16T06:06:57,2026-03-16T07:18:11,4274,8.706,0.09,0.045,0.008,0.01,0.004,8.863,1.01,0.51,0.09,0.11,0.06
SEG_150326_234641_071811,150326_234641,N/A,2026-03-16T07:18:11,2026-03-16T09:13:48,6937,5.749,0.05,0.017,0.006,0.005,0.004,5.831,0.86,0.29,0.1,0.09,0.06
SEG_160326_225025_225025,160326_225025,N/A,2026-03-16T22:50:25,2026-03-16T23:59:59,4174,11.715,0.139,0.037,0.018,0.009,0.007,11.925,1.17,0.31,0.15,0.08,0.06
SEG_160326_225025_000000,160326_225025,N/A,2026-03-17T00:00:00,2026-03-17T01:38:58,5938,5.564,0.092,0.024,0.005,0.005,0.002,5.692,1.61,0.42,0.09,0.08,0.05
SEG_160326_225025_015450,160326_225025,N/A,2026-03-17T01:54:50,2026-03-17T03:04:04,4154,9.92,0.086,0.048,0.014,0.008,0.006,10.082,0.85,0.47,0.14,0.08,0.07
SEG_160326_225025_030404,160326_225025,N/A,2026-03-17T03:04:04,2026-03-17T06:34:57,12653,11.434,0.113,0.057,0.017,0.011,0.005,11.637,0.97,0.49,0.15,0.09,0.04
SEG_180326_024359_024359,180326_024359,N/A,2026-03-18T02:43:59,2026-03-18T06:18:56,12897,8.945,0.073,0.045,0.01,0.011,0.005,9.089,0.81,0.49,0.11,0.12,0.05
SEG_180326_024359_061856,180326_024359,N/A,2026-03-18T06:18:56,2026-03-18T09:14:21,10525,11.502,0.121,0.046,0.016,0.013,0.007,11.705,1.03,0.4,0.14,0.11,0.06
SEG_180326_024359_092554,180326_024359,N/A,2026-03-18T09:25:54,2026-03-18T11:10:46,6292,10.533,0.146,0.029,0.016,0.009,0.003,10.736,1.36,0.27,0.15,0.08,0.04
SEG_180326_024359_111703,180326_024359,N/A,2026-03-18T11:17:03,2026-03-18T13:56:43,9580,9.236,0.122,0.038,0.016,0.007,0.006,9.425,1.3,0.41,0.17,0.08,0.06
SEG_200326_143114_143114,200326_143114,N/A,2026-03-20T14:31:14,2026-03-20T18:08:54,13060,11.588,0.135,0.051,0.017,0.008,0.005,11.804,1.14,0.43,0.14,0.06,0.05
SEG_200326_143114_180854,200326_143114,N/A,2026-03-20T18:08:54,2026-03-20T19:35:38,5204,5.574,0.052,0.025,0.008,0.006,0.002,5.667,0.91,0.44,0.14,0.1,0.04
SEG_200326_143114_194043,200326_143114,N/A,2026-03-20T19:40:43,2026-03-20T22:11:33,9050,8.113,0.117,0.023,0.008,0.007,0.004,8.272,1.42,0.27,0.09,0.09,0.05
SEG_200326_143114_221818,200326_143114,N/A,2026-03-20T22:18:18,2026-03-20T23:32:08,4430,5.627,0.072,0.023,0.009,0.006,0.002,5.739,1.25,0.41,0.16,0.11,0.03
SEG_210326_132449_132449,210326_132449,N/A,2026-03-21T13:24:49,2026-03-21T17:04:16,13167,11.336,0.186,0.046,0.012,0.01,0.003,11.593,1.6,0.4,0.1,0.08,0.04
SEG_210326_132449_171740,210326_132449,N/A,2026-03-21T17:17:40,2026-03-21T19:04:10,6390,5.443,0.063,0.02,0.007,0.003,0.003,5.539,1.15,0.36,0.13,0.06,0.04
SEG_210326_132449_191950,210326_132449,N/A,2026-03-21T19:19:50,2026-03-21T22:41:53,12123,9.157,0.088,0.026,0.01,0.011,0.004,9.296,0.94,0.28,0.11,0.12,0.04
SEG_230326_125155_125155,230326_125155,N/A,2026-03-23T12:51:55,2026-03-23T15:58:47,11212,7.343,0.11,0.036,0.013,0.005,0.003,7.51,1.47,0.48,0.17,0.07,0.04
SEG_230326_125155_155847,230326_125155,N/A,2026-03-23T15:58:47,2026-03-23T18:00:17,7290,8.353,0.079,0.03,0.01,0.009,0.004,8.485,0.93,0.35,0.11,0.1,0.06
SEG_230326_125155_180017,230326_125155,N/A,2026-03-23T18:00:17,2026-03-23T20:13:08,7971,7.281,0.075,0.034,0.009,0.009,0.002,7.41,1.01,0.46,0.12,0.12,0.04
SEG_230326_125155_201308,230326_125155,N/A,2026-03-23T20:13:08,2026-03-23T22:08:55,6947,9.772,0.124,0.05,0.013,0.01,0.004,9.973,1.24,0.5,0.13,0.1,0.05
SEG_250326_225344_225344,250326_225344,N/A,2026-03-25T22:53:44,2026-03-25T23:59:59,3975,9.711,0.088,0.032,0.011,0.007,0.005,9.854,0.9,0.33,0.11,0.07,0.05
SEG_250326_225344_000000,250326_225344,N/A,2026-03-26T00:00:00,2026-03-26T01:52:08,6728,7.639,0.09,0.032,0.011,0.007,0.005,7.784,1.16,0.41,0.14,0.09,0.07
SEG_250326_225344_015208,250326_225344,N/A,2026-03-26T01:52:08,2026-03-26T04:53:01,10853,8.806,0.13,0.031,0.015,0.008,0.005,8.995,1.44,0.34,0.17,0.09,0.06
SEG_250326_225344_051108,250326_225344,N/A,2026-03-26T05:11:08,2026-03-26T07:25:35,8067,9.603,0.105,0.041,0.009,0.012,0.005,9.775,1.08,0.42,0.09,0.12,0.06
SEG_260326_124821_124821,260326_124821,N/A,2026-03-26T12:48:21,2026-03-26T14:23:56,5735,5.074,0.051,0.02,0.007,0.005,0.003,5.16,1,0.38,0.13,0.1,0.05
SEG_260326_124821_143536,260326_124821,N/A,2026-03-26T14:35:36,2026-03-26T17:48:42,11586,10.406,0.135,0.04,0.012,0.006,0.005,10.604,1.27,0.38,0.12,0.06,0.04
SEG_260326_124821_175509,260326_124821,N/A,2026-03-26T17:55:09,2026-03-26T19:33:30,5901,10.819,0.154,0.038,0.013,0.012,0.005,11.041,1.39,0.34,0.12,0.11,0.05
SEG_260326_124821_194009,260326_124821,N/A,2026-03-26T19:40:09,2026-03-26T22:46:27,11178,10.054,0.119,0.027,0.009,0.011,0.003,10.223,1.16,0.27,0.09,0.1,0.03
SEG_270326_104106_104106,270326_104106,N/A,2026-03-27T10:41:06,2026-03-27T12:32:38,6692,11.509,0.165,0.045,0.016,0.009,0.006,11.75,1.4,0.38,0.14,0.08,0.05
SEG_270326_104106_125114,270326_104106,N/A,2026-03-27T12:51:14,2026-03-27T15:48:30,10636,9.408,0.09,0.04,0.011,0.01,0.007,9.566,0.94,0.42,0.12,0.1,0.06
SEG_270326_104106_160049,270326_104106,N/A,2026-03-27T16:00:49,2026-03-27T18:53:39,10370,5.031,0.049,0.016,0.008,0.006,0.002,5.112,0.96,0.32,0.15,0.11,0.05
SEG_270326_104106_185339,270326_104106,N/A,2026-03-27T18:53:39,2026-03-27T22:26:55,12796,6.309,0.068,0.024,0.007,0.007,0.003,6.418,1.05,0.37,0.11,0.11,0.05
SEG_270326_104106_224206,270326_104106,N/A,2026-03-27T22:42:06,2026-03-27T23:59:59,4673,9.279,0.12,0.032,0.015,0.009,0.007,9.462,1.27,0.34,0.16,0.1,0.06
SEG_270326_104106_000000,270326_104106,N/A,2026-03-28T00:00:00,2026-03-28T01:34:54,5694,9.942,0.104,0.041,0.009,0.007,0.004,10.107,1.03,0.41,0.09,0.07,0.04
SEG_290326_090711_090711,290326_090711,N/A,2026-03-29T09:07:11,2026-03-29T10:52:27,6316,8.576,0.099,0.025,0.01,0.006,0.005,8.721,1.13,0.28,0.12,0.07,0.06
SEG_290326_090711_110827,290326_090711,N/A,2026-03-29T11:08:27,2026-03-29T13:02:25,6838,8.884,0.108,0.026,0.01,0.008,0.002,9.038,1.19,0.28,0.11,0.09,0.03
SEG_290326_090711_130734,290326_090711,N/A,2026-03-29T13:07:34,2026-03-29T16:26:33,11939,5.956,0.089,0.031,0.008,0.005,0.004,6.093,1.47,0.5,0.13,0.09,0.06
SEG_290326_090711_164553,290326_090711,N/A,2026-03-29T16:45:53,2026-03-29T19:53:45,11272,8.421,0.072,0.022,0.013,0.007,0.004,8.539,0.85,0.26,0.15,0.08,0.04
SEG_310326_171810_171810,310326_171810,N/A,2026-03-31T17:18:10,2026-03-31T20:59:17,13267,10.198,0.148,0.041,0.01,0.007,0.006,10.41,1.42,0.39,0.1,0.07,0.06
SEG_310326_171810_205917,310326_171810,N/A,2026-03-31T20:59:17,2026-03-31T23:46:07,10010,8.794,0.127,0.04,0.011,0.006,0.005,8.983,1.42,0.45,0.12,0.07,0.05
